NT Book	NT Chapter	NT Verse	Greek text (NT)	Text re-use typology 1	Text re-use typology 2	Text re-use typology 3	Text re-use typology 4	Ps (LXX)	Ps Chapter	Ps Verse	Greek text (Psalms)	French translation (PS) Giguet	French translation (NT) TOB	Source (PNT = The Psalms in the New Testament, NA= Nestle-Aland, si vide, trouvé sur internet)				
Re	19	3	"
καὶ δεύτερον εἴρηκαν, ‘Αλληλουϊά· καὶ ὁ καπνὸς αὐτῆς ἀναβαίνει εἰς τοὺς αἰῶνας τῶν αἰώνων.
"	coincidence	implicit	lexical	distant	Psalms	110	3	ἐξομολόγησις καὶ μεγαλοπρέπεια τὸ ἔργον αὐτοῦ,καὶ ἡ δικαιοσύνη αὐτοῦ μένει εἰς τὸν αἰῶνα τοῦ αἰῶνος.	Son œuvre est digne d'actions de grâces et de gloire ;sa justice durera dans tous les siècles des siècles.	"

Et de nouveau ils dirent: Alléluia! Et sa fumée s'élève aux siècles des siècles."	automatic detection				
Re	19	3	"
καὶ δεύτερον εἴρηκαν, ‘Αλληλουϊά· καὶ ὁ καπνὸς αὐτῆς ἀναβαίνει εἰς τοὺς αἰῶνας τῶν αἰώνων.
"	coincidence	implicit	lexical	distant	Psalms	110	10	ἀρχὴ σοϕίας ϕόβος κυρίου,σύνεσις ἀγαθὴ πᾶσι τοῖς ποιοῦσιν αὐτήν.ἡ αἴνεσις αὐτοῦ μένει εἰς τὸν αἰῶνα τοῦ αἰῶνος.	La crainte du Seigneur est le commencement de la sagesse ;l'intelligence en est donnée à tous ceux qui la pratiquent ;on le louera dans tous les siècles des siècles.	"

Et de nouveau ils dirent: Alléluia! Et sa fumée s'élève aux siècles des siècles."	automatic detection				
Re	22	5	"
καὶ νὺξ οὐκ ἔσται ἔτι, καὶ οὐκ ἔχουσιν χρείαν φωτὸς λύχνου καὶ φῶς ἡλίου, ὅτι κύριος ὁ θεὸς φωτίσει ἐπ’ αὐτούς, καὶ βασιλεύσουσιν εἰς τοὺς αἰῶνας τῶν αἰώνων.
"	coincidence	implicit	lexical	distant	Psalms	110	10	ἀρχὴ σοϕίας ϕόβος κυρίου,σύνεσις ἀγαθὴ πᾶσι τοῖς ποιοῦσιν αὐτήν.ἡ αἴνεσις αὐτοῦ μένει εἰς τὸν αἰῶνα τοῦ αἰῶνος.	La crainte du Seigneur est le commencement de la sagesse ;l'intelligence en est donnée à tous ceux qui la pratiquent ;on le louera dans tous les siècles des siècles.	"

Il n'y aura plus de nuit, nul n'aura besoin de la lumière du flambeau ni de la lumière du soleil, car le Seigneur Dieu répandra sur eux sa lumière, et ils régneront aux siècles des siècles."	automatic detection				
Revelation	1	5	καὶ ἀπὸ ’Ιησοῦ Χριστοῦ, ὁ μάρτυς ὁ πιστός, ὁ πρωτότοκος τῶν νεκρῶν καὶ ὁ ἄρχων τῶν βασιλέων τῆς γῆς. Τῷ ἀγαπῶντι ἡμᾶς καὶ λύσαντι ἡμᾶς ἐκ τῶν ἁμαρτιῶν ἡμῶν ἐν τῷ αἵματι αὐτοῦ	echo	implicit	thematic	among other verses	Psalms	129	8	καὶ αὐτὸς λυτρώσεται τὸν Ισραηλ ἐκ πασῶν τῶν ἀνομιῶν αὐτοῦ.	Et c'est lui qui rachètera Israël de toutes ses iniquités.	"

et de la part de Jésus Christ, le témoin fidèle, le premier-né d'entre les morts et le prince des rois de la terre. A celui qui nous aime, qui nous a délivrés de nos péchés par son sang,"	NA				
Revelation	1	5	"
καὶ ἀπὸ ’Ιησοῦ Χριστοῦ, ὁ μάρτυς ὁ πιστός, ὁ πρωτότοκος τῶν νεκρῶν καὶ ὁ ἄρχων τῶν βασιλέων τῆς γῆς. Τῷ ἀγαπῶντι ἡμᾶς καὶ λύσαντι ἡμᾶς ἐκ τῶν ἁμαρτιῶν ἡμῶν ἐν τῷ αἵματι αὐτοῦ"	echo	implicit	lexical		Psalms	88	38	καὶ ὡς ἡ σελήνη κατηρτισμένη εἰς τὸν αἰῶνα· καὶ ὁ μάρτυς ἐν οὐρανῷ πιστός.διάψαλμα.	comme le soleil et comme la lune, et il y en a un témoin fidèle dans les cieux.	et de la part de Jésus Christ, le témoin fidèle, le premier-né d'entre les morts et le prince des rois de la terre. A celui qui nous aime, qui nous a délivrés de nos péchés par son sang,	PNT NA				
Revelation	1	5	"
καὶ ἀπὸ ’Ιησοῦ Χριστοῦ, ὁ μάρτυς ὁ πιστός, ὁ πρωτότοκος τῶν νεκρῶν καὶ ὁ ἄρχων τῶν βασιλέων τῆς γῆς. Τῷ ἀγαπῶντι ἡμᾶς καὶ λύσαντι ἡμᾶς ἐκ τῶν ἁμαρτιῶν ἡμῶν ἐν τῷ αἵματι αὐτοῦ"	quotation	implicit	modified		Psalms	88	28	κἀγὼ πρωτότοκον θήσομαι αὐτόν, ὑψηλὸν παρὰ τοῖς βασιλεῦσιν τῆς γῆς.	Et moi je le tiendrai pour mon premier-né ; je l'élèverai au-dessus des rois de la terre.	et de la part de Jésus Christ, le témoin fidèle, le premier-né d'entre les morts et le prince des rois de la terre. A celui qui nous aime, qui nous a délivrés de nos péchés par son sang,	PNT NA				
Revelation	2	6	ἀλλὰ τοῦτο ἔχεις, ὅτι μισεῖς τὰ ἔργα τῶν Νικολαϊτῶν, ἃ κἀγὼ μισῶ.	echo	implicit	thematic	distant	Psalms	138	21	οὐχὶ τοὺς μισοῦντάς σε, κύριε, ἐμίσησα καὶ ἐπὶ τοῖς ἐχθροῖς σου ἐξετηκόμην;	Seigneur, n'ai-je point haï ceux qui te haïssent, et ne me suis-je pas consumé en voyant tes ennemis ?	"

Mais tu as ceci en ta faveur: comme moi-même, tu as en horreur les œuvres des Nicolaïtes."	NA				
Revelation	2	17	ὁ ἔχων οὖς ἀκουσάτω τί τὸ πνεῦμα λέγει ταῖς ἐκκλησίαις. τῷ νικῶντι δώσω αὐτῷ τοῦ μάννα τοῦ κεκρυμμένου, καὶ δώσω αὐτῷ ψῆφον λευκὴν καὶ ἐπὶ τὴν ψῆφον ὄνομα καινὸν γεγραμμένον ὃ οὐδεὶς οἶδεν εἰ μὴ ὁ λαμβάνων.	echo	implicit	lexical	distant	Psalms	77	24	καὶ ἔβρεξεν αὐτοῖς μαννα ϕαγεῖν καὶ ἄρτον οὐρανοῦ ἔδωκεν αὐτοῖς·	Et il fit pleuvoir sur eux la manne pour les nourrir, et il leur donna le pain du ciel.	"

Celui qui a des oreilles, qu'il entende ce que l'Esprit dit aux Eglises. Au vainqueur je donnerai de la manne cachée, je lui donnerai une pierre blanche, et, gravé sur la pierre, un nom nouveau que personne ne connaît sinon qui le reçoit."	NA				
Revelation	2	23	καὶ τὰ τέκνα αὐτῆς ἀποκτενῶ ἐν θανάτῳ· καὶ γνώσονται πᾶσαι αἱ ἐκκλησίαι ὅτι ἐγώ εἰμι ὁ ἐραυνῶν νεφροὺς καὶ καρδίας, καὶ δώσω ὑμῖν ἑκάστῳ κατὰ τὰ ἔργα ὑμῶν.	quotation	implicit	litteral		Psalms	61	13	"ὅτι τὸ κράτος τοῦ θεοῦ,
καὶ σοί, κύριε, τὸ ἔλεος, ὅτι σὺ ἀποδώσεις ἑκάστῳ κατὰ τὰ ἔργα αὐτοῦ.
"	Et que la miséricorde est à toi, Seigneur ; car tu rétribues chacun selon ses œuvres.	Ses enfants, je les frapperai de mort; et toutes les Eglises sauront que je suis celui qui scrute les reins et les cœurs, et à chacun de vous je rendrai selon ses œuvres.	PNT NA				
Revelation	2	23	καὶ τὰ τέκνα αὐτῆς ἀποκτενῶ ἐν θανάτῳ· καὶ γνώσονται πᾶσαι αἱ ἐκκλησίαι ὅτι ἐγώ εἰμι ὁ ἐραυνῶν νεφροὺς καὶ καρδίας, καὶ δώσω ὑμῖν ἑκάστῳ κατὰ τὰ ἔργα ὑμῶν.	echo	implicit	thematic		Psalms	7	9	κύριος κρινεῖ λαούς· κρῖνόν με, κύριε, κατὰ τὴν δικαιοσύνην μου καὶ κατὰ τὴν ἀκακίαν μου ἐπ’ ἐμοί.	Le Seigneur juge les peuples. Juge-moi, Seigneur, selon ma justice et mon innocence.	Ses enfants, je les frapperai de mort; et toutes les Eglises sauront que je suis celui qui scrute les reins et les cœurs, et à chacun de vous je rendrai selon ses œuvres.	PNT NA				
Revelation	2	27	καὶ ποιμανεῖ αὐτοὺς ἐν ῥάβδῳ σιδηρᾷ, ὡς τὰ σκεύη τὰ κεραμικὰ συντρίβεται,	quotation	implicit	litteral		Psalms	2	8-9	ποιμανεῖς αὐτοὺς ἐν ῥάβδῳ σιδηρᾷ, ὡς σκεῦος κεραμέως συντρίψεις αὐτούς.	" 	

Tu les gouverneras avec une verge de fer ; tu les briseras comme un vaisseau d'argile."	"

Le vainqueur, celui qui garde jusqu'à la fin mes œuvres, je lui donnerai pouvoir sur les nations, 27 et il les mènera paître avec une verge de fer, comme on brise les vases d'argile,"	PNT NA				
Revelation	3	5	ὁ νικῶν οὕτως περιβαλεῖται ἐν ἱματίοις λευκοῖς, καὶ οὐ μὴ ἐξαλείψω τὸ ὄνομα αὐτοῦ ἐκ τῆς βίβλου τῆς ζωῆς, καὶ ὁμολογήσω τὸ ὄνομα αὐτοῦ ἐνώπιον τοῦ πατρός μου καὶ ἐνώπιον τῶν ἀγγέλων αὐτοῦ.	quotation	implicit	modified		Psalms	68	29	ἐξαλειϕθήτωσαν ἐκ βίβλου ζώντων καὶ μετὰ δικαίων μὴ γραϕήτωσαν.	Qu'ils soient effacés du livre des vivants ; qu'ils ne soient point inscrits parmi les justes.	Ainsi le vainqueur portera-t-il des vêtements blancs; je n'effacerai pas son nom du livre de vie, et j'en répondrai devant mon Père et devant ses anges.	PNT				
Revelation	3	9	ἰδοὺ διδῶ ἐκ τῆς συναγωγῆς τοῦ Σατανᾶ, τῶν λεγόντων ἑαυτοὺς ’Ιουδαίους εἶναι, καὶ οὐκ εἰσὶν ἀλλὰ ψεύδονται· ἰδοὺ ποιήσω αὐτοὺς ἵνα ἥξουσιν καὶ προσκυνήσουσιν ἐνώπιον τῶν ποδῶν σου, καὶ γνῶσιν ὅτι ἐγὼ ἠγάπησά σε.	echo	implicit	thematic	distant	Psalms	85	9	πάντα τὰ ἔθνη, ὅσα ἐποίησας, ἥξουσιν καὶ προσκυνήσουσιν ἐνώπιόν σου, κύριε, καὶ δοξάσουσιν τὸ ὄνομά σου,	Toutes les nations que tu as faites viendront, et se prosterneront devant toi, Seigneur ; et elles glorifieront ton nom,	"

Voici, je te donne des gens de la synagogue de Satan, de ceux qui se disent juifs, mais ne le sont pas, car ils mentent. Voici, je les ferai venir se prosterner à tes pieds, et ils reconnaîtront que je t'ai aimé."	NA				
Revelation	4	1	Μετὰ ταῦτα εἶδον, καὶ ἰδοὺ θύρα ἠνεῳγμένη ἐν τῷ οὐρανῷ, καὶ ἡ φωνὴ ἡ πρώτη ἣν ἤκουσα ὡς σάλπιγγος λαλούσης μετ’ ἐμοῦ λέγων, ’Ανάβα ὧδε, καὶ δείξω σοι ἃ δεῖ γενέσθαι μετὰ ταῦτα.	echo	implicit	thematic and semantic	NULL	Psalms	77	23	καὶ ἐνετείλατο νεϕέλαις ὑπεράνωθεν καὶ θύρας οὐρανοῦ ἀνέῳξεν	Et d'en haut il donna ses ordres aux nues, et il ouvrit les portes du ciel.	"

Après cela je vis: Une porte était ouverte dans le ciel, et la première voix que j'avais entendue me parler, telle une trompette, dit: Monte ici et je te montrerai ce qui doit arriver ensuite."	NA				
Revelation	4	2	εὐθέως ἐγενόμην ἐν πνεύματι· καὶ ἰδοὺ θρόνος ἔκειτο ἐν τῷ οὐρανῷ, καὶ ἐπὶ τὸν θρόνον καθήμενος,	echo	implicit	thematic and semantic	among other verses	Psalms	10	4	κύριος ἐν ναῷ ἁγίῳ αὐτοῦ· κύριος, ἐν οὐρανῷ ὁ θρόνος αὐτοῦ.οἱ ὀϕθαλμοὶ αὐτοῦ εἰς τὸν πένητα ἀποβλέπουσιν, τὰ βλέϕαρα αὐτοῦ ἐξετάζει τοὺς υἱοὺς τῶν ἀνθρώπων.	Le Seigneur réside en son temple saint ; le Seigneur a son trône au ciel ;ses yeux sont fixés sur le pauvre ; ses regards interrogent les fils des hommes.	"

Aussitôt je fus saisi par l'Esprit. Et voici, un trône se dressait dans le ciel, et, siégeant sur le trône, quelqu'un."	NA				
Revelation	4	2	"
εὐθέως ἐγενόμην ἐν πνεύματι· καὶ ἰδοὺ θρόνος ἔκειτο ἐν τῷ οὐρανῷ, καὶ ἐπὶ τὸν θρόνον καθήμενος,
"	echo	implicit	thematic and semantic	among other verses	Psalms	102	19	κύριος ἐν τῷ οὐρανῷ ἡτοίμασεν τὸν θρόνον αὐτοῦ, καὶ ἡ βασιλεία αὐτοῦ πάντων δεσπόζει.	Le Seigneur a préparé son siège dans le ciel, et de son trône il domine sur toutes choses.	"

Aussitôt je fus saisi par l'Esprit. Et voici, un trône se dressait dans le ciel, et, siégeant sur le trône, quelqu'un."	NA				
Revelation	4	2-3	εὐθέως ἐγενόμην ἐν πνεύματι· καὶ ἰδοὺ θρόνος ἔκειτο ἐν τῷ οὐρανῷ, καὶ ἐπὶ τὸν θρόνον καθήμενος, 3 καὶ ὁ καθήμενος ὅμοιος ὁράσει λίθῳ ἰάσπιδι καὶ σαρδίῳ, καὶ ἶρις κυκλόθεν τοῦ θρόνου ὅμοιος ὁράσει σμαραγδίνῳ.	echo	implicit	thematic and semantic		Psalms	46	9	" 	
ἐβασίλευσεν ὁ θεὸς ἐπὶ τὰ ἔθνη, ὁ θεὸς κάθηται ἐπὶ θρόνου ἁγίου αὐτοῦ."	Dieu règne sur les nations ; Dieu est assis sur le trône de sa sainteté.	"

Aussitôt je fus saisi par l'Esprit. Et voici, un trône se dressait dans le ciel, et, siégeant sur le trône, quelqu'un. 3 Celui qui siégeait avait l'aspect d'une pierre de jaspe et de sardoine. Une gloire nimbait le trône de reflets d'émeraude."	PNT				
Revelation	5	7	"
καὶ ἦλθεν καὶ εἴληφεν ἐκ τῆς δεξιᾶς τοῦ καθημένου ἐπὶ τοῦ θρόνου.
"	echo	implicit	thematic	distant	Psalms	46	9	ἐβασίλευσεν ὁ θεὸς ἐπὶ τὰ ἔθνη, ὁ θεὸς κάθηται ἐπὶ θρόνου ἁγίου αὐτοῦ.	Dieu règne sur les nations ; Dieu est assis sur le trône de sa sainteté.	"

Il s'avança pour recevoir le livre de la main droite de celui qui siège sur le trône."	NA				
Revelation	5	8	"καὶ ὅτε ἔλαβεν τὸ βιβλίον, τὰ τέσσαρα ζῷα καὶ οἱ εἴκοσι τέσσαρες πρεσβύτεροι ἔπεσαν ἐνώπιον τοῦ ἀρνίου, ἔχοντες ἕκαστος κιθάραν καὶ φιάλας χρυσᾶς γεμούσας θυμιαμάτων, αἵ εἰσιν αἱ προσευχαὶ τῶν ἁγίων.
"	echo	implicit	thematic and semantic		Psalms	140	2	"	
κατευθυνθήτω ἡ προσευχή μου ὡς θυμίαμα ἐνώπιόν σου, ἔπαρσις τῶν χειρῶν μου θυσία ἑσπερινή."	Que ma prière se dirige vers toi, comme de l'encens ; que l'élévation de mes mains vers toi soit comme le sacrifice du soir.	Et, quand il eut reçu le livre, les quatre animaux et les vingt-quatre anciens se prosternèrent devant l'agneau. Chacun tenait une harpe et des coupes d'or pleines de parfum, qui sont les prières des saints. 9 Ils chantaient un cantique nouveau: Tu es dig	PNT NA				
Revelation	5	13	καὶ πᾶν κτίσμα ὃ ἐν τῷ οὐρανῷ καὶ ἐπὶ τῆς γῆς καὶ ὑποκάτω τῆς γῆς καὶ ἐπὶ τῆς θαλάσσης, καὶ τὰ ἐν αὐτοῖς πάντα, ἤκουσα λέγοντας, Τῷ καθημένῳ ἐπὶ τοῦ θρόνου καὶ τῷ ἀρνίῳ ἡ εὐλογία καὶ ἡ τιμὴ καὶ ἡ δόξα καὶ τὸ κράτος εἰς τοὺς αἰῶνας τῶν αἰώνων.	echo	implicit	thematic and semantic	among other verses	Psalms	145	6	τὸν ποιήσαντα τὸν οὐρανὸν καὶ τὴν γῆν, τὴν θάλασσαν καὶ πάντα τὰ ἐν αὐτοῖς,τὸν ϕυλάσσοντα ἀλήθειαν εἰς τὸν αἰῶνα,	Qui a créé le ciel et la terre, et la mer, et tout ce qu'ils renferment ; Qui garde la vérité dans tous les siècles	"

Et toute créature au ciel, sur terre, sous terre et sur mer, tous les êtres qui s'y trouvent, je les entendis proclamer: A celui qui siège sur le trône et à l'agneau, louange, honneur, gloire et pouvoir pour les siècles des siècles."	NA				
Revelation	5	8-9	"καὶ ὅτε ἔλαβεν τὸ βιβλίον, τὰ τέσσαρα ζῷα καὶ οἱ εἴκοσι τέσσαρες πρεσβύτεροι ἔπεσαν ἐνώπιον τοῦ ἀρνίου, ἔχοντες ἕκαστος κιθάραν καὶ φιάλας χρυσᾶς γεμούσας θυμιαμάτων, αἵ εἰσιν αἱ προσευχαὶ τῶν ἁγίων.
9 καὶ ᾄδουσιν ᾠδὴν καινὴν λέγοντες, ῎Αξιος εἶ λαβεῖν τὸ βιβλίον καὶ ἀνοῖξαι τὰς σφραγῖδας αὐτοῦ, ὅτι ἐσφάγης καὶ ἠγόρασας τῷ θεῷ ἐν τῷ αἵματί σου ἐκ πάσης φυλῆς καὶ γλώσσης καὶ λαοῦ καὶ ἔθνους,"	echo	implicit	thematic and semantic		Psalms	143	9	"	
ὁ θεός, ᾠδὴν καινὴν ᾄσομαί σοι, ἐν ψαλτηρίῳ δεκαχόρδῳ ψαλῶ σοι"	O Dieu ; je te chanterai un cantique nouveau, je chanterai pour toi sur la harpe à dix cordes.	Et, quand il eut reçu le livre, les quatre animaux et les vingt-quatre anciens se prosternèrent devant l'agneau. Chacun tenait une harpe et des coupes d'or pleines de parfum, qui sont les prières des saints. 9 Ils chantaient un cantique nouveau: Tu es digne de recevoir le livre et d'en rompre les sceaux, car tu as été immolé, et tu as racheté pour Dieu, par ton sang, des hommes de toute tribu, langue, peuple et nation.	PNT NA				
Revelation	6	10	καὶ ἔκραξαν φωνῇ μεγάλῃ λέγοντες, ῞Εως πότε, ὁ δεσπότης ὁ ἅγιος καὶ ἀληθινός, οὐ κρίνεις καὶ ἐκδικεῖς τὸ αἷμα ἡμῶν ἐκ τῶν κατοικούντων ἐπὶ τῆς γῆς;	echo	implicit	lexical and structural similarity	distant	Psalms	78	5	ἕως πότε, κύριε, ὀργισθήσῃ εἰς τέλος, ἐκκαυθήσεται ὡς πῦρ ὁ ζῆλός σου;	Jusques à quand, Seigneur, seras-tu sans cesse en courroux ? Ta jalousie brûlera-t-elle toujours comme le feu ?	"

Ils criaient d'une voix forte: Jusques à quand, Maître saint et véritable, tarderas-tu à faire justice et à venger notre sang sur les habitants de la terre?"	NA				
Revelation	7	17	ὅτι τὸ ἀρνίον τὸ ἀνὰ μέσον τοῦ θρόνου ποιμανεῖ αὐτούς, καὶ ὁδηγήσει αὐτοὺς ἐπὶ ζωῆς πηγὰς ὑδάτων· καὶ ἐξαλείψει ὁ θεὸς πᾶν δάκρυον ἐκ τῶν ὀφθαλμῶν αὐτῶν.	echo	implicit	thematic and semantic		Psalms	22	1-2	Ψαλμὸς τῷ Δαυιδ. Κύριος ποιμαίνει με, καὶ οὐδέν με ὑστερήσει. 2 εἰς τόπον χλόης, ἐκεῖ με κατεσκήνωσεν, ἐπὶ ὕδατος ἀναπαύσεως ἐξέθρεψέν με,	"[Psaume de David.]
Le Seigneur est mon pasteur, et je ne manquerai de rien. 2  Il m'a fait demeurer en un gras pâturage ;
il m'a nourri d'une eau vivifiante."	car l'agneau qui se tient au milieu du trône sera leur berger, il les conduira vers des sources d'eaux vives. Et Dieu essuiera toute larme de leurs yeux.	PNT NA				
Revelation	9	20	Καὶ οἱ λοιποὶ τῶν ἀνθρώπων, οἳ οὐκ ἀπεκτάνθησαν ἐν ταῖς πληγαῖς ταύταις, οὐδὲ μετενόησαν ἐκ τῶν ἔργων τῶν χειρῶν αὐτῶν, ἵνα μὴ προσκυνήσουσιν τὰ δαιμόνια καὶ τὰ εἴδωλα τὰ χρυσᾶ καὶ τὰ ἀργυρᾶ καὶ τὰ χαλκᾶ καὶ τὰ λίθινα καὶ τὰ ξύλινα, ἃ οὔτε βλέπειν δύνανται οὔτε ἀκούειν οὔτε περιπατεῖν,	echo	implicit	thematic	distant	Psalms	95	5	ὅτι πάντες οἱ θεοὶ τῶν ἐθνῶν δαιμόνια, ὁ δὲ κύριος τοὺς οὐρανοὺς ἐποίησεν·	Car tous les dieux des Gentils sont des démons ; mais le Seigneur a créé les cieux.	"

Quant au restant des hommes, ceux qui n'étaient pas morts sous le coup des fléaux, ils ne se repentirent pas des œuvres de leurs mains, ils continuèrent à adorer les démons, les idoles d'or ou d'argent, de bronze, de pierre ou de bois, qui ne peuvent ni voir, ni entendre, ni marcher."	NA				
Revelation	9	20	"
Καὶ οἱ λοιποὶ τῶν ἀνθρώπων, οἳ οὐκ ἀπεκτάνθησαν ἐν ταῖς πληγαῖς ταύταις, οὐδὲ μετενόησαν ἐκ τῶν ἔργων τῶν χειρῶν αὐτῶν, ἵνα μὴ προσκυνήσουσιν τὰ δαιμόνια καὶ τὰ εἴδωλα τὰ χρυσᾶ καὶ τὰ ἀργυρᾶ καὶ τὰ χαλκᾶ καὶ τὰ λίθινα καὶ τὰ ξύλινα, ἃ οὔτε βλέπειν δύνανται οὔτε ἀκούειν οὔτε περιπατεῖν,"	echo	implicit	thematic and semantic		Psalms	113	12-14	τὰ εἴδωλα τῶν ἐθνῶν ἀργύριον καὶ χρυσίον, ἔργα χειρῶν ἀνθρώπων· 13 στόμα ἔχουσιν καὶ οὐ λαλήσουσιν, ὀϕθαλμοὺς ἔχουσιν καὶ οὐκ ὄψονται, 14 ὦτα ἔχουσιν καὶ οὐκ ἀκούσονται, ῥῖνας ἔχουσιν καὶ οὐκ ὀσϕρανθήσονται,	Les idoles des Gentils sont argent et or, œuvres de la main des hommes. 13 Elles ont une bouche, et ne parleront pas ; elles ont des yeux, et ne verront pas. 14 Elles ont des oreilles, et n'entendront pas ; elles ont des narines, et ne sentiront pas.	Quant au restant des hommes, ceux qui n'étaient pas morts sous le coup des fléaux, ils ne se repentirent pas des œuvres de leurs mains, ils continuèrent à adorer les démons, les idoles d'or ou d'argent, de bronze, de pierre ou de bois, qui ne peuvent ni voir, ni entendre, ni marcher.	PNT NA				
Revelation	9	20	"
Καὶ οἱ λοιποὶ τῶν ἀνθρώπων, οἳ οὐκ ἀπεκτάνθησαν ἐν ταῖς πληγαῖς ταύταις, οὐδὲ μετενόησαν ἐκ τῶν ἔργων τῶν χειρῶν αὐτῶν, ἵνα μὴ προσκυνήσουσιν τὰ δαιμόνια καὶ τὰ εἴδωλα τὰ χρυσᾶ καὶ τὰ ἀργυρᾶ καὶ τὰ χαλκᾶ καὶ τὰ λίθινα καὶ τὰ ξύλινα, ἃ οὔτε βλέπειν δύνανται οὔτε ἀκούειν οὔτε περιπατεῖν,"	echo	implicit	thematic and semantic	among other verses	Psalms	134	15-17	τὰ εἴδωλα τῶν ἐθνῶν ἀργύριον καὶ χρυσίον, ἔργα χειρῶν ἀνθρώπων· 16 στόμα ἔχουσιν καὶ οὐ λαλήσουσιν, ὀϕθαλμοὺς ἔχουσιν καὶ οὐκ ὄψονται, 17 ὦτα ἔχουσιν καὶ οὐκ ἐνωτισθήσονται,[ῥῖνας ἔχουσιν καὶ οὐκ ὀσϕρανθήσονται, χεῖρας ἔχουσιν καὶ οὐ ψηλαϕήσουσιν, πόδας ἔχουσιν καὶ οὐ περιπατήσουσιν, οὐ ϕωνήσουσιν ἐν τῷ λάρυγγι αὐτῶν,]οὐδὲ γάρ ἐστιν πνεῦμα ἐν τῷ στόματι αὐτῶν	Les idoles des Gentils sont argent et or, œuvres des mains des hommes. 16 Elles ont une bouche, et ne parleront pas ; elles ont des yeux, et ne verront pas. 17 Elles ont des oreilles, et n'entendront pas[des narines, et ne sentent pas, des mains et ne touchent pas, des pieds et ne marchent pas, et il n'y a pas de voix dans leur gosier] ;et il n'est point de souffle en leur bouche.	"

Quant au restant des hommes, ceux qui n'étaient pas morts sous le coup des fléaux, ils ne se repentirent pas des œuvres de leurs mains, ils continuèrent à adorer les démons, les idoles d'or ou d'argent, de bronze, de pierre ou de bois, qui ne peuvent ni voir, ni entendre, ni marcher."	NA				
Revelation	10	3	καὶ ἔκραξεν φωνῇ μεγάλῃ ὥσπερ λέων μυκᾶται. καὶ ὅτε ἔκραξεν, ἐλάλησαν αἱ ἑπτὰ βρονταὶ τὰς ἑαυτῶν φωνάς.	echo	implicit	thematic and semantic	among other verses	Psalms	28	3-5	ϕωνὴ κυρίου ἐπὶ τῶν ὑδάτων, ὁ θεὸς τῆς δόξης ἐβρόντησεν, κύριος ἐπὶ ὑδάτων πολλῶν. 4 ϕωνὴ κυρίου ἐν ἰσχύι, ϕωνὴ κυρίου ἐν μεγαλοπρεπείᾳ. 5 ϕωνὴ κυρίου συντρίβοντος κέδρους, καὶ συντρίψει κύριος τὰς κέδρους τοῦ Λιβάνου	La voix du Seigneur est sur les eaux ; le Dieu de gloire a tonné ; le Seigneur est sur les grandes eaux. 4 La voix du Seigneur est puissante ; la voix du Seigneur est pleine de magnificence. 5 La voix du Seigneur brise les cèdres ; le Seigneur va broyer les cèdres du Liban.	"

et cria une voix forte, comme rugit un lion. Quand il eut crié, les sept tonnerres firent retentir leurs voix."	NA				
Revelation	10	6	"
καὶ ὤμοσεν ἐν τῷ ζῶντι εἰς τοὺς αἰῶνας τῶν αἰώνων, ὃς ἔκτισεν τὸν οὐρανὸν καὶ τὰ ἐν αὐτῷ καὶ τὴν γῆν καὶ τὰ ἐν αὐτῇ καὶ τὴν θάλασσαν καὶ τὰ ἐν αὐτῇ, ὅτι χρόνος οὐκέτι ἔσται,
"	echo	implicit	thematic and semantic	among other verses	Psalms	145	6	τὸν ποιήσαντα τὸν οὐρανὸν καὶ τὴν γῆν, τὴν θάλασσαν καὶ πάντα τὰ ἐν αὐτοῖς,τὸν ϕυλάσσοντα ἀλήθειαν εἰς τὸν αἰῶνα,	Qui a créé le ciel et la terre, et la mer, et tout ce qu'ils renferment ; Qui garde la vérité dans tous les siècles	"

et jura, par celui qui vit pour les siècles des siècles, qui a créé le ciel et ce qui s'y trouve, la terre et ce qui s'y trouve, la mer et ce qui s'y trouve: il n'y aura plus de délai."	NA				
Revelation	10	9	καὶ ἀπῆλθα πρὸς τὸν ἄγγελον λέγων αὐτῷ δοῦναί μοι τὸ βιβλαρίδιον. καὶ λέγει μοι, Λάβε καὶ κατάφαγε αὐτό, καὶ πικρανεῖ σου τὴν κοιλίαν, ἀλλ’ ἐν τῷ στόματί σου ἔσται γλυκὺ ὡς μέλι.	echo	implicit	thematic and semantic, lexical	among other verses	Psalms	118	103	ὡς γλυκέα τῷ λάρυγγί μου τὰ λόγιά σου, ὑπὲρ μέλι καὶ κηρίον τῷ στόματί μου.	Que tes paroles sont douces à mon palais ! elles le sont plus que le miel à ma bouche.	"

Je m'avançai vers l'ange et le priai de me donner le petit livre. Il me dit: Prends et mange-le. Il sera amer à tes entrailles, mais dans ta bouche il aura la douceur du miel."	NA				
